date,M15,A15,N15,F16,M16,A16,N16,F17,M17,A17,N17,F18,M18,A18,N18,F19,M19,A19,N19,F20,M20,A20,N20,F21,M21,A21,N21,F22,M22,A22,N22,F23,M23,A23,N23,F24,M24,A24,N24,F25,M25,A25,N25,F26,M26
1987-06-30,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465,94.7899985233465
1987-09-30,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751,94.7099986457751
1987-12-31,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787,97.4299986096787
1988-03-31,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052,98.1399997160052
1988-06-30,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444,101.389999606444
1988-09-30,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674,99.7399996367674
1988-12-31,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104,101.519999843104
1989-03-31,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077,101.620000199077
1989-06-30,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134,97.8500036523134
1989-09-30,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934,95.9500044807934
