"vintage_sheet","vintage_date","date","forecast_horizon","food_at","services","core_gds","food_at_qoq_fc","services_qoq_fc","core_gds_qoq_fc","food_at_yoy","services_yoy","core_gds_yoy","energy_yoy","MPR_cpi","c_f","c_s","c_e","c_cg","encont_f","cpi_bottom_up","cpi_resid","c_cg_r"
"F25",2025 Q1,2025 Q3,2,144.036238660711,143.072456736867,122.865717102376,0.917211358469901,0.994284089997886,0.249867398230724,3.5232829738713,4.16077509790691,1.31454466473446,2.54180408147091,3.64322776783057,0.532539288904484,2.08386346047025,0.156709084493702,0.376437348190754,-0.15602295738,2.83681714018548,0.806410627645086,1.18284797583584
"F25",2025 Q1,2025 Q4,3,145.201626978494,144.468414749087,123.058461078974,0.809093828483135,0.97570003623253,0.156873683842093,3.18529782548671,4.04943307960801,0.904310330280023,1.89518306015701,3.46123925162347,0.481453306905361,2.02809943619871,0.116843152652942,0.258961290403077,-0.0692483318800001,2.69926570162715,0.761973549996323,1.0209348403994
"F25",2025 Q1,2026 Q1,4,146.436595618023,145.89293195468,123.175677945068,0.850519835918753,0.986040587533829,0.0952529920063537,3.10516333450241,3.95505363429018,0.700400173296511,1.25621259115762,2.95233912232407,0.454602950541379,2.0492445957064,0.0732932211460551,0.194094849330584,-0.1116149963,2.58632739927837,0.3660117230457,0.560106572376284
"F25",2025 Q1,2026 Q2,5,147.666286718837,147.464304040596,123.237689195425,0.839743027092229,1.07707211368157,0.0503437459334423,3.40202882858529,4.01286836672812,0.551845247145177,7.80967285182115,2.53516222738996,0.499318832997409,2.08013693150841,0.455701439609331,0.152591612240508,0.00936647218999994,2.74141384893632,-0.20625162154636,-0.0536600093058519
"F25",2025 Q1,2026 Q3,6,149.267162865685,149.09268632058,123.255507785181,1.08411756157751,1.10425522337641,0.014458717842716,3.56728144546938,4.12169759885037,0.316747171136367,10.0387629229179,2.53958137524579,0.523573108304842,2.13655037054423,0.585770851438893,0.0875842670863906,-0.0787612944500001,2.66894645148546,-0.129365076239671,-0.041780809153281
"F25",2025 Q1,2026 Q4,7,150.848792119906,150.675659819892,123.241756733785,1.05959624599023,1.06173786144527,-0.0111565411095497,3.81546509989912,4.20686778444468,0.148839242025645,7.2858092166264,2.38861340573564,0.559999246630784,2.18069975007212,0.425133525018446,0.0411557769552982,-0.0571382672800001,2.7247165063782,-0.336103100642562,-0.294947323687265
"F25",2025 Q1,2027 Q1,8,152.182092924876,152.178366052877,123.215722435272,0.883865748099564,0.997311864956813,-0.0211245759578457,3.84852432516505,4.2180283848583,0.0325047793835687,5.87843874109817,2.3068508659124,0.563432684525968,2.18550054473746,0.342975156973876,0.00900772229578924,-0.08084434521,2.67709660634922,-0.370245740436816,-0.361238018141027
"F25",2025 Q1,2027 Q2,9,153.706909163396,153.595879592167,123.184013735921,1.00196824029285,0.931481639642155,-0.0257342965044082,4.00926934373738,4.07388547947898,-0.0435639066803439,-1.54374290160044,2.12350446518466,0.588444069922744,2.11176616478689,-0.0900787876769973,-0.0120459255384326,-0.0380703708199999,2.6500939383512,-0.526589473166543,-0.538635398704975
"F25",2025 Q1,2027 Q3,10,154.67187825916,154.936585567721,123.15005643761,0.627798126327387,0.872878868309156,-0.027566319103262,3.55682188952366,3.84477394433445,-0.0855916986626681,-4.19235655515831,2.07061716974266,0.522037949865089,1.99300239729324,-0.244627778114387,-0.0236670975439322,-0.0197485685499999,2.47162468106439,-0.401007511321731,-0.424674608865663
"F25",2025 Q1,2027 Q4,11,155.285206019163,156.221223947072,123.114178874742,0.396534759199158,0.829138175882789,-0.0291332086282772,2.89855065419165,3.61435264641203,-0.103571988336704,-3.96754661922989,1.97558003215104,0.425422888211297,1.87355969252161,-0.231509916024021,-0.0286388562101633,-0.0412775623199999,2.22906616220274,-0.253486130051705,-0.282124986261868
